Feature ID	Taxon
seq1543	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq1544	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Phaeotremellaceae; g__Phaeotremella; s__fagi
seq1545	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Sympodiella; s__quercina
seq1546	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Sympodiella; s__quercina
seq1547	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq1548	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq1549	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe; s__punicea
seq1550	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; none
seq1551	k__Fungi; p__Ascomycota; c__Xylonomycetes; o__Symbiotaphrinales; f__Symbiotaphrinaceae; g__Symbiotaphrina; none
seq1552	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq1553	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1554	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq1555	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Sympodiella; none
seq1556	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; none; none
seq1557	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Gorgomyces; none
seq1558	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Polyscytalum; s__neofecundissimum
seq1559	k__Fungi; none; none; none; none; none; none
seq1560	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq1561	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq1562	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__crustosa
seq1563	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Kwoniella; s__heveanensis
seq1564	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1565	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium; s__maculosum
seq1566	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq1567	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Neodevriesiaceae; none; none
seq1568	k__Fungi; none; none; none; none; none; none
seq1569	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1570	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__mirabilis
seq1571	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1572	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Codinaea; s__lambertiae
seq1573	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; g__Coccomyces; none
seq1574	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Calycellina; s__populina
seq1575	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; none; none
seq1576	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__puellaris
seq1577	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; none; none; none
seq1578	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__changbaiensis
seq1579	k__Fungi; none; none; none; none; none; none
seq1580	k__Fungi; none; none; none; none; none; none
seq1581	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthales_fam_Incertae_sedis; g__Tubakia; s__californica
seq1582	k__Fungi; none; none; none; none; none; none
seq1583	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__pseudolongus
seq1584	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1585	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleraceae; g__Fonsecazyma; none
seq1586	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; none; none; none
seq1587	k__Fungi; p__Basidiomycota; c__Tremellomycetes; none; none; none; none
seq1588	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1589	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Neocatenulostroma; s__abietis
seq1590	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__Scleropezicula; none
seq1591	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; g__Pseudohyphozyma; s__buffonii
seq1592	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1593	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; none
seq1594	k__Fungi; none; none; none; none; none; none
seq1595	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Gomphales; f__Gomphaceae; g__Ramaria; none
seq1596	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Jaapiales; f__Jaapiaceae; g__Jaapia; s__ochroleuca
seq1597	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Myrmecridiales; f__Myrmecridiales_fam_Incertae_sedis; g__Atractospora; s__decumbens
seq1598	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; none; none
seq1599	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycena; s__meliigena
seq1600	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Microcyclospora; none
seq1601	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq1602	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereum; s__complicatum
seq1603	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; none; none; none
seq1604	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Marasmius; s__conchiformis
seq1605	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Polyscytalum; none
seq1606	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Scolecobasidium; s__excentricum
seq1607	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__fluviae
seq1608	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq1609	k__Fungi; none; none; none; none; none; none
seq1610	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; g__Anapleurothecium; s__botulisporum
seq1611	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; none; none; none
seq1612	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1613	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium; s__maculosum
seq1614	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Myriangiaceae; g__Myriangium; none
seq1615	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1616	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__cinerascens
seq1617	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; none; none
seq1618	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq1619	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1620	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; none; none; none
seq1621	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; none; none; none
seq1622	k__Fungi; none; none; none; none; none; none
seq1623	k__Fungi; none; none; none; none; none; none
seq1624	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__stipitata
seq1625	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; none
seq1626	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1627	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1628	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium; s__maculosum
seq1629	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Coryneliales; f__Coryneliaceae; g__Hypsotheca; s__pleomorpha
seq1630	k__Fungi; none; none; none; none; none; none
seq1631	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Parapyrenochaeta; none
seq1632	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Neocrinula; none
seq1633	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; none; none
seq1634	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Cylindrosympodium; s__variabile
seq1635	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__aggressivum
seq1636	k__Fungi; none; none; none; none; none; none
seq1637	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Exidiaceae; g__Basidiodendron; none
seq1638	k__Fungi; none; none; none; none; none; none
seq1639	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1640	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__changbaiensis
seq1641	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq1642	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__basiparvispora
seq1643	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq1644	k__Fungi; none; none; none; none; none; none
seq1645	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1646	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; none; none; none
seq1647	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq1648	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq1649	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Apodus; s__deciduus
seq1650	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; none; none
seq1651	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; none; none
seq1652	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Coryneliales; f__Coryneliaceae; g__Caliciopsis; s__beckhausii
seq1653	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Scolecobasidium; none
seq1654	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq1655	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__soppii
seq1656	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__pilicola
seq1657	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; none
seq1658	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; none; none
seq1659	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq1660	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq1661	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; none; none; none
seq1662	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq1663	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1664	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Heterocephalacria; none
seq1665	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenales_fam_Incertae_sedis; g__Zeloasperisporium; s__searsiae
seq1666	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycena; s__amabilissima
seq1667	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Chlorociboria; none
seq1668	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Yamadamyces; s__rosulatus
seq1669	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1670	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__parapiluliferum
seq1671	k__Fungi; none; none; none; none; none; none
seq1672	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza; s__phyllogena
seq1673	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; none
seq1674	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; none; none
seq1675	k__Fungi; p__Ascomycota; c__Eurotiomycetes; none; none; none; none
seq1676	k__Fungi; none; none; none; none; none; none
seq1677	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; none; none; none
seq1678	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; none; none; none
seq1679	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Didymella; none
seq1680	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Aureobasidiaceae; g__Saccothecium; none
seq1681	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Polyscytalum; s__neofecundissimum
seq1682	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq1683	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq1684	k__Fungi; none; none; none; none; none; none
seq1685	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1686	k__Fungi; p__Mortierellomycota; none; none; none; none; none
seq1687	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq1688	k__Fungi; p__Chytridiomycota; none; none; none; none; none
seq1689	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Boletaceae; none; none
seq1690	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; none; none
seq1691	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1692	k__Fungi; none; none; none; none; none; none
seq1693	k__Fungi; none; none; none; none; none; none
seq1694	k__Fungi; p__Ascomycota; c__GS35; o__GS35; none; none; none
seq1695	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; none; none; none
seq1696	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Pseudeurotiaceae; g__Geomyces; s__auratus
seq1697	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; none; none
seq1698	k__Fungi; p__Basidiomycota; c__Atractiellomycetes; o__Atractiellales; f__Atractiellales_fam_Incertae_sedis; g__Helicogloea; s__insularis
seq1699	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium; none
seq1700	k__Fungi; none; none; none; none; none; none
seq1701	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Phacidiales; f__Phacidiaceae; g__Allantophomopsiella; s__pseudotsugae
seq1702	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; none
seq1703	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1704	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; f__Phaeomoniellaceae; none; none
seq1705	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriales_fam_Incertae_sedis; g__Strelitziana; s__albiziae
seq1706	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq1707	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq1708	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1709	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq1710	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Sporocadaceae; g__Pestalotiopsis; none
seq1711	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; none; none
seq1712	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Boletaceae; g__Boletus; s__barrowsii
seq1713	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; none
seq1714	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; none; none; none
seq1715	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; none; none; none
seq1716	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1717	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; g__Pleotrichocladium; s__opacum
seq1718	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq1719	k__Fungi; none; none; none; none; none; none
seq1720	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1721	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Phaeotremellaceae; g__Phaeotremella; none
seq1722	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1723	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleraceae; g__Genolevuria; none
seq1724	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Cryptocoryneum; none
seq1725	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; none; none
seq1726	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; none
seq1727	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; none; none
seq1728	k__Fungi; none; none; none; none; none; none
seq1729	k__Fungi; none; none; none; none; none; none
seq1730	k__Fungi; none; none; none; none; none; none
seq1731	k__Fungi; none; none; none; none; none; none
seq1732	k__Fungi; none; none; none; none; none; none
seq1733	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; none
seq1734	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__flavifolium
seq1735	k__Fungi; none; none; none; none; none; none
seq1736	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Leotia; s__lubrica
seq1737	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq1738	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq1739	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1740	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq1741	k__Fungi; none; none; none; none; none; none
seq1742	k__Fungi; p__Ascomycota; c__Eurotiomycetes; none; none; none; none
seq1743	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq1744	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq1745	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq1746	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; g__Ballistosporomyces; s__sasicola
seq1747	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; none
seq1748	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1749	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__inositophila
seq1750	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1751	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq1752	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; none; none
seq1753	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; none
seq1754	k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales; f__Terramycetaceae; none; none
seq1755	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1756	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; none; none; none
seq1757	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1758	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1759	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Boletaceae; none; none
seq1760	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascales_fam_Incertae_sedis; g__Wardomyces; s__inflatus
seq1761	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq1762	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__prunulus
seq1763	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; f__Phaeomoniellaceae; none; none
seq1764	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1765	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Rhamphoriaceae; g__Xylolentia; s__brunneola
seq1766	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1767	k__Fungi; p__Ascomycota; c__Lecanoromycetes; none; none; none; none
seq1768	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Trichomerium; none
seq1769	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1770	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1771	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq1772	k__Fungi; none; none; none; none; none; none
seq1773	k__Fungi; none; none; none; none; none; none
seq1774	k__Fungi; none; none; none; none; none; none
seq1775	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Tricladiaceae; g__Tricladium; s__attenuatum
seq1776	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentellopsis; none
seq1777	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1778	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__maius
seq1779	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; none
seq1780	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__daejeonium
seq1781	k__Fungi; p__Basidiomycota; c__Tritirachiomycetes; o__Tritirachiales; f__Tritirachiaceae; g__Paratritirachium; none
seq1782	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; none
seq1783	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xenospadicoidales; f__Xenospadicoidaceae; g__Calyptosphaeria; none
seq1784	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq1785	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1786	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1787	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Sporidesmium; s__melaleucae
seq1788	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Massarinaceae; g__Helminthosporium; s__asterinum
seq1789	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1790	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; none; none
seq1791	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; none; none; none
seq1792	k__Fungi; p__Ascomycota; none; none; none; none; none
seq1793	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Heterocephalacria; none
seq1794	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Exopassalora; s__zambiae
seq1795	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq1796	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycena; s__mucor
seq1797	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__pauxilla
seq1798	k__Fungi; none; none; none; none; none; none
seq1799	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__bicolor
seq1800	k__Fungi; p__Kickxellomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__taiwanensis
seq1801	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__ovata
seq1802	k__Fungi; none; none; none; none; none; none
seq1803	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq1804	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq1805	k__Fungi; none; none; none; none; none; none
seq1806	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Pilodermataceae; g__Piloderma; none
seq1807	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Discinaceae; g__Hydnotrya; none
seq1808	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Cryptocoryneum; none
seq1809	k__Fungi; p__Ascomycota; none; none; none; none; none
